timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1538232892149,383,HTTP Request,200,OK,www.example.com 1-3,text,true,,1597,116,40,40,383,0,170
1538232892198,336,HTTP Request,200,OK,www.example.com 1-11,text,true,,1597,116,40,40,336,0,125
1538232892149,385,HTTP Request,200,OK,www.example.com 1-5,text,true,,1597,116,40,40,383,0,167
1538232892149,388,HTTP Request,200,OK,www.example.com 1-1,text,true,,1592,116,40,40,383,0,173
1538232892147,392,HTTP Request,200,OK,www.example.com 1-7,text,true,,1592,116,40,40,392,0,175
1538232892148,403,HTTP Request,200,OK,www.example.com 1-6,text,true,,1613,116,41,41,403,0,179
1538232892149,412,HTTP Request,200,OK,www.example.com 1-4,text,true,,1597,116,42,42,409,0,178
1538232892189,384,HTTP Request,200,OK,www.example.com 1-10,text,true,,1613,116,43,43,384,0,164
1538232892178,395,HTTP Request,200,OK,www.example.com 1-9,text,true,,1592,116,43,43,395,0,172
1538232892168,430,HTTP Request,200,OK,www.example.com 1-8,text,true,,1613,116,46,46,430,0,185
1538232892149,452,HTTP Request,200,OK,www.example.com 1-2,text,true,,1613,116,46,46,450,0,208
1538232892210,407,HTTP Request,200,OK,www.example.com 1-12,text,true,,1592,116,48,48,407,0,163
1538232892230,408,HTTP Request,200,OK,www.example.com 1-14,text,true,,1597,116,50,50,408,0,158
1538232892220,418,HTTP Request,200,OK,www.example.com 1-13,text,true,,1613,116,50,50,418,0,164
1538232892240,418,HTTP Request,200,OK,www.example.com 1-15,text,true,,1613,116,51,51,418,0,162
1538232892250,441,HTTP Request,200,OK,www.example.com 1-16,text,true,,1592,116,54,54,428,0,172
1538232892260,441,HTTP Request,200,OK,www.example.com 1-17,text,true,,1597,116,55,55,441,0,181
1538232892280,442,HTTP Request,200,OK,www.example.com 1-19,text,true,,1613,116,57,57,441,0,180
1538232892270,452,HTTP Request,200,OK,www.example.com 1-18,text,true,,1613,116,57,57,452,0,184
1538232892301,430,HTTP Request,200,OK,www.example.com 1-21,text,true,,1597,116,58,58,430,0,186
1538232892290,442,HTTP Request,200,OK,www.example.com 1-20,text,true,,1592,116,58,58,442,0,197
1538232892311,428,HTTP Request,200,OK,www.example.com 1-22,text,true,,1613,116,59,59,428,0,178
1538232892320,432,HTTP Request,200,OK,www.example.com 1-23,text,true,,1597,116,60,60,432,0,202
1538232892330,439,HTTP Request,200,OK,www.example.com 1-24,text,true,,1597,116,61,61,438,0,239
1538232892340,493,HTTP Request,200,OK,www.example.com 1-25,text,true,,1597,116,68,68,431,0,229
1538232892350,484,HTTP Request,200,OK,www.example.com 1-26,text,true,,1597,116,68,68,484,0,221
1538232892370,478,HTTP Request,200,OK,www.example.com 1-28,text,true,,1613,116,69,69,478,0,231
1538232892360,494,HTTP Request,200,OK,www.example.com 1-27,text,true,,1613,116,70,70,493,0,237
1538232892380,478,HTTP Request,200,OK,www.example.com 1-29,text,true,,1597,116,70,70,478,0,237
